Emotion,Gender,Talker,Cue,sentencenum,code,sentence,scoring word 1,scoring word 2,Arousal,Valence,Category_Accuracy,GoF,Percent_A,Percent_C,Percent_H,Percent_S,,,,
A,M,2,T,24,AM2T24,T174.  Theo discussed the date and the parrot today,date,parrot,66.992,35.37,0.6,57.84125,0.6,0.4,0,0,,,,
S,F,2,T,13,SF2T13,T193.  Theo discussed the hassle and the swimmer today,hassle,swimmer,29.483,34.854,0.6,57.8525,0,0.4,0,0.6,,,,
A,F,1,T,10,AF1T10,T40.  Theo discussed the laundry and the winter today,laundry,winter,66.782,31.317,0.8,57.88428571,0.8,0.2,0,0,,,,
A,F,3,T,20,AF3T20,T290.  Theo discussed the inside and the ridge today,inside,ridge,72.765,27.579,0.8,57.89,0.8,0.2,0,0,,,,
S,F,1,T,25,SF1T25,T85.  Theo discussed the journal and the lion today,journal,lion,50.891,37.31,0.8,57.91,0,0.1,0.1,0.8,,,,
A,F,1,M,2,AF1M02,M32.  Michael discussed the bundle and the foot today ,bundle,foot,71.986,32.929,0.9,57.93857143,0.9,0.1,0,0,,,,
S,M,2,T,24,SM2T24,T204.  Theo discussed the slave and the mesh today,slave,mesh,29.277,35.912,0.5,57.96,0,0.5,0,0.5,,,,
S,F,2,M,3,SF2M03,M183.  Michael discussed the justice and the chain today,justice,chain,29.415,36.524,0.5,57.96625,0,0.5,0,0.5,,,,
A,F,3,V,27,AF3V27,V297.  Victor discussed the spike and the trigger today,spike,trigger,73.892,29.017,0.9,57.9775,0.9,0.1,0,0,,,,
S,M,2,T,10,SM2T10,T190.  Theo discussed the height and the pecan today,height,pecan,26.537,34.286,0.6,57.9775,0,0.4,0,0.6,,,,
A,M,3,V,22,AM3V22,V292.  Victor discussed the novel and the static today,novel,static,65.187,30.994,1,57.97875,1,0,0,0,,,,
S,F,3,T,20,SF3T20,T320.  Theo discussed the tangle and the rear today,tangle,rear,32.451,38.773,0.5,58.01,0,0.5,0,0.5,,,,
A,F,3,M,3,AF3M03,M273.  Michael discussed the hoop and the cabin today,hoop,cabin,71.936,29.945,0.6,58.01125,0.6,0.3,0.1,0,,,,
S,M,2,M,15,SM2M15,M195.  Michael discussed the nightmare and the crust today,nightmare,crust,28.177,37.167,0.5,58.02875,0,0.5,0,0.5,,,,
A,M,3,V,3,AM3V03,V273.  Victor discussed the swan and the expert today,swan,expert,64.133,33.201,0.9,58.0425,0.9,0,0,0.1,,,,
A,M,3,T,4,AM3T04,T274.  Theo discussed the fellow and the bark today,fellow,bark,63.526,31.571,1,58.065,1,0,0,0,,,,
A,F,3,T,27,AF3T27,T297.  Theo discussed the sword and the party today,sword,party,70.498,30.041,0.8,58.07,0.8,0.2,0,0,,,,
S,M,2,T,23,SM2T23,T203.  Theo discussed the impulse and the doll today,impulse,doll,29.017,33.487,0.8,58.0925,0,0.2,0,0.8,,,,
S,F,2,T,12,SF2T12,T192.  Theo discussed the clue and the barge today,clue,barge,30.212,35.176,0.7,58.10875,0,0.3,0,0.7,,,,
A,F,3,T,6,AF3T06,T276.  Theo discussed the major and the bathroom today,major,bathroom,74.774,27.609,1,58.1175,1,0,0,0,,,,
A,M,1,V,26,AM1V26,V56.  Victor discussed the birthday and the stick today,birthday,stick,71.358,31.703,1,58.13875,1,0,0,0,,,,
A,F,1,T,29,AF1T29,T59.  Theo discussed the bail and the schoolhouse today,bail,schoolhouse,72.109,30.608,1,58.14142857,1,0,0,0,,,,
A,F,1,V,28,AF1V28,V58.  Victor discussed the linens and the passage today,linens,passage,68.725,35.735,0.9,58.14142857,0.9,0.1,0,0,,,,
S,F,1,V,16,SF1V16,V76.  Victor discussed the eyes and the goal today,eyes,goal,54.743,34.782,0.8,58.15125,0,0.1,0.1,0.8,,,,
A,F,3,M,22,AF3M22,M292.  Michael discussed the wicker and the thesis today,wicker,thesis,70.273,36.475,0.6,58.16875,0.6,0.3,0,0.1,,,,
A,F,3,T,7,AF3T07,T277.  Theo discussed the squad and the regret today,squad,regret,68.583,31.367,0.8,58.18125,0.8,0.2,0,0,,,,
A,M,2,M,3,AM2M03,M153.  Michael discussed the practice and the weaver today,practice,weaver,70.284,33.844,0.7,58.24375,0.7,0.3,0,0,,,,
A,F,1,M,14,AF1M14,M44.  Michael discussed the boss and the lime today,boss,lime,69.211,33.618,0.9,58.24428571,0.9,0.1,0,0,,,,
S,M,2,M,8,SM2M08,M188.  Michael discussed the fake and the pot today,fake,pot,29.441,32.979,0.5,58.2575,0,0.5,0,0.5,,,,
A,F,1,M,23,AF1M23,M53.  Michael discussed the hip and the cook today,hip,cook,70.315,29.687,0.9,58.27285714,0.9,0.1,0,0,,,,
S,M,2,T,8,SM2T08,T188.  Theo discussed the north and the card today,north,card,31.572,37.247,0.5,58.29375,0,0.5,0,0.5,,,,
S,M,2,V,6,SM2V06,V186.  Victor discussed the hook and the match today,hook,match,31.895,34.438,0.5,58.295,0,0.5,0,0.5,,,,
S,F,2,M,8,SF2M08,M188.  Michael discussed the fake and the pot today,fake,pot,34.469,35.744,0.7,58.38375,0.1,0.2,0,0.7,,,,
A,F,1,M,12,AF1M12,M42.  Michael discussed the meaning and the cork today,meaning,cork,69.675,30.821,0.9,58.40285714,0.9,0.1,0,0,,,,
S,M,2,M,24,SM2M24,M204.  Michael discussed the porch and the bone today,porch,bone,28.866,34.354,0.3,58.44625,0,0.7,0,0.3,,,,
A,F,1,V,29,AF1V29,V59.  Victor discussed the gum and the worry today,gum,worry,68.574,34.327,1,58.47428571,1,0,0,0,,,,
S,F,2,V,4,SF2V04,V184.  Victor discussed the pants and the vent today,pants,vent,30.989,34.187,0.8,58.54875,0,0.2,0,0.8,,,,
S,F,2,T,2,SF2T02,T182.  Theo discussed the coast and the salon today,coast,salon,29.219,36.434,0.6,58.6275,0.1,0.3,0,0.6,,,,
A,F,1,M,3,AF1M03,M33.  Michael discussed the shrimp and the glow today,shrimp,glow,72.592,30.02,1,58.64428571,1,0,0,0,,,,
S,F,1,M,2,SF1M02,M62.  Michael discussed the yearning and the belly today,yearning,belly,48.024,41.982,0.6,58.645,0,0.4,0,0.6,,,,
H,M,2,V,15,HM2V15,V225.  Victor discussed the nephew and the syrup today,nephew,syrup,68.056,68.651,0.6,58.64857143,0.1,0.3,0.6,0,,,,
S,F,2,M,4,SF2M04,M184.  Michael discussed the stunt and the gate today,stunt,gate,29.734,34.266,0.7,58.66125,0,0.3,0,0.7,,,,
S,F,3,T,13,SF3T13,T313.  Theo discussed the youth and the paint today,youth,paint,37.125,39.651,0.8,58.66375,0,0.2,0,0.8,,,,
S,F,2,T,26,SF2T26,T206.  Theo discussed the speck and the villain today,speck,villain,33.352,37.235,0.6,58.66875,0,0.4,0,0.6,,,,
S,F,2,T,14,SF2T14,T194.  Theo discussed the groove and the pimple today,groove,pimple,31.5,34.569,0.5,58.70375,0.1,0.4,0,0.5,,,,
C,F,1,M,1,CF1M01,M1. Michael discussed the cracker and the dress today,cracker,dress,53.069,53.072,0.6,58.72625,0.2,0.6,0.1,0.1,,,,
S,M,2,V,20,SM2V20,V200.  Victor discussed the dill and the hair today,dill,hair,30.303,34.631,0.6,58.77625,0,0.4,0,0.6,,,,
S,M,2,M,30,SM2M30,M210.  Michael discussed the sleep and the victim today,sleep,victim,31.4,39.349,0.4,58.8175,0,0.6,0,0.4,,,,
S,F,2,M,24,SF2M24,M204.  Michael discussed the porch and the bone today,porch,bone,31.176,34.804,0.6,58.82875,0.1,0.3,0,0.6,,,,
S,F,2,V,7,SF2V07,V187.  Victor discussed the filling and the climb today,filling,climb,33.799,38.917,0.4,58.835,0,0.6,0,0.4,,,,
A,F,3,V,15,AF3V15,V285.  Victor discussed the palm and the arrest today,palm,arrest,70.709,30.527,0.8,58.85125,0.8,0.2,0,0,,,,
A,F,3,T,13,AF3T13,T283.  Theo discussed the pain and the south today,pain,south,72.948,33.293,0.7,58.8525,0.7,0.3,0,0,,,,
A,M,3,V,19,AM3V19,V289.  Victor discussed the tramp and the stable today,tramp,stable,64.887,33.755,1,58.85375,1,0,0,0,,,,
S,F,2,V,15,SF2V15,V195.  Victor discussed the razor and the hens today,razor,hens,32.767,37.821,0.4,58.86375,0,0.6,0,0.4,,,,
A,F,1,T,21,AF1T21,T51.  Theo discussed the slope and the buckle today,slope,buckle,73.264,31.072,1,58.88,1,0,0,0,,,,
A,M,1,T,4,AM1T04,T34.  Theo discussed the cowboy and the harbor today,cowboy,harbor,71.164,31.45,0.8,58.95,0.8,0.2,0,0,,,,
A,F,3,V,21,AF3V21,V291.  Victor discussed the guard and the bend today,guard,bend,74.458,28.783,1,58.95375,1,0,0,0,,,,
S,F,2,T,28,SF2T28,T208.  Theo discussed the stove and the wind today,stove,wind,28.989,34.153,0.6,58.96625,0,0.4,0,0.6,,,,
S,F,2,T,4,SF2T04,T184.  Theo discussed the nurse and the chip today,nurse,chip,30.443,32.928,0.7,59.0075,0,0.3,0,0.7,,,,
A,F,1,T,2,AF1T02,T32.  Theo discussed the human and the wink today,human,wink,72.27,32.798,0.9,59.01,0.9,0.1,0,0,,,,
A,M,3,V,28,AM3V28,V298.  Victor discussed the nanny and the patrol today,nanny,patrol,64.68,33.838,1,59.02625,1,0,0,0,,,,
A,F,3,T,11,AF3T11,T281.  Theo discussed the dance and the shingle today,dance,shingle,70.061,33.232,0.6,59.0925,0.6,0.3,0.1,0,,,,
A,M,3,V,25,AM3V25,V295.  Victor discussed the stripe and the frame today,stripe,frame,69.665,32.524,1,59.105,1,0,0,0,,,,
S,M,2,V,5,SM2V05,V185.  Victor discussed the fountain and the puppet today,fountain,puppet,31.306,38.754,0.5,59.10625,0,0.5,0,0.5,,,,
S,F,2,V,12,SF2V12,V192.  Victor discussed the hoof and the mat today,hoof,mat,33.252,34.275,0.7,59.1075,0,0.3,0,0.7,,,,
S,F,3,M,13,SF3M13,M313.  Michael discussed the state and the herd today,state,herd,35.004,38.774,0.8,59.11625,0,0.2,0,0.8,,,,
A,M,2,M,25,AM2M25,M175.  Michael discussed the massage and the sea today,massage,sea,65.995,36.344,0.8,59.12,0.8,0.2,0,0,,,,
A,F,3,M,26,AF3M26,M296.  Michael discussed the survey and the order today,survey,order,73.606,31.135,0.9,59.13125,0.9,0.1,0,0,,,,
A,F,1,V,7,AF1V07,V37.  Victor discussed the bud and the finance today,bud,finance,69.127,32.877,0.9,59.13857143,0.9,0.1,0,0,,,,
S,M,2,V,29,SM2V29,V209.  Victor discussed the slogan and the deceased today,slogan,deceased,29.319,35.481,0.5,59.2175,0,0.5,0,0.5,,,,
S,F,2,M,28,SF2M28,M208.  Michael discussed the cape and the roar today,cape,roar,35.602,36.63,0.7,59.22,0.1,0.2,0,0.7,,,,
A,F,3,M,27,AF3M27,M297.  Michael discussed the rod and the city today,rod,city,73.142,30.474,0.8,59.22125,0.8,0.2,0,0,,,,
A,F,1,V,27,AF1V27,V57.  Victor discussed the moon and the pet today,moon,pet,72.827,28.834,0.9,59.25714286,0.9,0.1,0,0,,,,
S,M,2,T,20,SM2T20,T200.  Theo discussed the inn and the bleach today,inn,bleach,31.782,37.527,0.3,59.28375,0,0.7,0,0.3,,,,
A,F,3,V,13,AF3V13,V283.  Victor discussed the whip and the shore today,whip,shore,69.372,32.31,0.8,59.32125,0.8,0.1,0.1,0,,,,
S,F,2,V,30,SF2V30,V210.  Victor discussed the look and the puppy today,look,puppy,32.555,35.623,0.7,59.32875,0,0.3,0,0.7,,,,
S,M,1,T,2,SM1T02,T62.  Theo discussed the surgeon and the ribbon today,surgeon,ribbon,29.576,36.029,0.6,59.34285714,0,0.4,0,0.6,,,,
A,M,3,T,7,AM3T07,T277.  Theo discussed the squad and the regret today,squad,regret,66.221,35.425,0.7,59.36,0.7,0.3,0,0,,,,
S,F,3,T,12,SF3T12,T312.  Theo discussed the canoe and the thing today,canoe,thing,30.374,40.265,0.6,59.36,0,0.4,0,0.6,,,,
S,M,2,V,27,SM2V27,V207.  Victor discussed the message and the firm today,message,firm,31.692,37.802,0.5,59.38625,0,0.5,0,0.5,,,,
S,M,2,V,10,SM2V10,V190.  Victor discussed the frills and the lag today,frills,lag,32.356,38.427,0.6,59.40875,0,0.4,0,0.6,,,,
S,F,1,V,8,SF1V08,V68.  Victor discussed the pork and the urge today,pork,urge,49.089,37.205,0.8,59.4125,0,0.2,0,0.8,,,,
A,M,3,T,28,AM3T28,T298.  Theo discussed the study and the geese today,study,geese,69.149,33.586,0.8,59.41875,0.8,0.2,0,0,,,,
A,F,3,M,6,AF3M06,M276.  Michael discussed the wizard and the status today,wizard,status,76.718,31.277,0.8,59.435,0.8,0.1,0.1,0,,,,
A,F,1,V,25,AF1V25,V55.  Victor discussed the check and the mustache today,check,mustache,69.661,29.936,1,59.45142857,1,0,0,0,,,,
S,F,2,M,19,SF2M19,M199.  Michael discussed the palace and the jerk today,palace,jerk,35.937,35.084,0.6,59.47375,0,0.4,0,0.6,,,,
A,F,1,T,18,AF1T18,T48.  Theo discussed the council and the bear today,council,bear,71.106,34.943,0.9,59.50142857,0.9,0.1,0,0,,,,
A,M,2,M,13,AM2M13,M163.  Michael discussed the pitcher and the ape today,pitcher,ape,66.385,38.041,0.6,59.5725,0.6,0.3,0.1,0,,,,
A,M,3,V,14,AM3V14,V284.  Victor discussed the defect and the savage today,defect,savage,67.74,32.857,1,59.57625,1,0,0,0,,,,
H,M,2,M,16,HM2M16,M226.  Michael discussed the mouth and the success today,mouth,success,63.283,69.463,0.7,59.62714286,0,0.3,0.7,0,,,,
A,M,3,M,24,AM3M24,M294.  Michael discussed the sunset and the pinch today,sunset,pinch,67.66,31.084,1,59.6325,1,0,0,0,,,,
S,F,1,M,9,SF1M09,M69.  Michael discussed the swelling and the legend today,swelling,legend,52.988,39.23,0.6,59.6375,0,0.4,0,0.6,,,,
S,F,2,T,7,SF2T07,T187.  Theo discussed the paper and the hog today,paper,hog,32.512,36.161,0.6,59.65,0,0.4,0,0.6,,,,
S,F,2,V,3,SF2V03,V183.  Victor discussed the peacock and the yawn today,peacock,yawn,32.694,38.914,0.5,59.65,0.1,0.4,0,0.5,,,,
A,M,2,V,19,AM2V19,V169.  Victor discussed the reward and the sweater today,reward,sweater,66.139,35.875,0.7,59.66125,0.7,0.3,0,0,,,,
A,M,2,V,1,AM2V01,V151.  Victor discussed the army and the toes today,army,toes,69.34,30.698,0.9,59.6625,0.9,0.1,0,0,,,,
A,F,1,M,19,AF1M19,M49.  Michael discussed the switch and the zone today,switch,zone,70.284,29.695,1,59.67857143,1,0,0,0,,,,
A,M,2,T,28,AM2T28,T178.  Theo discussed the earth and the chimney today,earth,chimney,66.899,33.949,0.8,59.69,0.8,0.2,0,0,,,,
A,F,3,M,18,AF3M18,M288.  Michael discussed the campus and the poster today,campus,poster,74.315,28.338,0.9,59.7125,0.9,0.1,0,0,,,,
A,F,3,T,30,AF3T30,T300.  Theo discussed the ladle and the degree today,ladle,degree,74.225,29.093,0.8,59.72625,0.8,0.2,0,0,,,,
A,M,3,T,27,AM3T27,T297.  Theo discussed the sword and the party today,sword,party,73.008,31.092,1,59.77875,1,0,0,0,,,,
A,F,3,V,28,AF3V28,V298.  Victor discussed the nanny and the patrol today,nanny,patrol,71.824,31.306,0.8,59.80125,0.8,0.2,0,0,,,,
A,F,3,T,4,AF3T04,T274.  Theo discussed the fellow and the bark today,fellow,bark,71.144,29.816,0.8,59.8025,0.8,0.1,0.1,0,,,,
A,F,3,V,19,AF3V19,V289.  Victor discussed the tramp and the stable today,tramp,stable,72,29.068,0.8,59.85125,0.8,0.2,0,0,,,,
A,F,1,V,20,AF1V20,V50.  Victor discussed the husband and the amount today,husband,amount,70.071,30.149,0.8,59.87714286,0.8,0.2,0,0,,,,
A,F,3,V,29,AF3V29,V299.  Victor discussed the screw and the waist today,screw,waist,75.159,27.498,0.9,59.9275,0.9,0.1,0,0,,,,
A,F,3,V,1,AF3V01,V271.  Victor discussed the sink and the throne today,sink,throne,70.942,26.899,0.9,59.92875,0.9,0.1,0,0,,,,
S,F,2,T,25,SF2T25,T205.  Theo discussed the costume and the salmon today,costume,salmon,33.829,37.335,0.6,59.93375,0,0.4,0,0.6,,,,
S,F,3,M,15,SF3M15,M315.  Michael discussed the scout and the color today ,scout,color,30.901,40.87,0.6,59.94125,0,0.4,0,0.6,,,,
S,F,2,T,21,SF2T21,T201.  Theo discussed the liar and the cycle today,liar,cycle,33.363,38.976,0.4,59.94875,0.1,0.5,0,0.4,,,,
A,F,3,V,20,AF3V20,V290.  Victor discussed the sirloin and the dove today,sirloin,dove,73.082,28.4,0.7,59.95375,0.7,0.1,0.1,0.1,,,,
S,F,2,V,28,SF2V28,V208.  Victor discussed the dread and the glass today,dread,glass,30.354,35.492,0.8,59.95375,0,0.2,0,0.8,,,,
A,M,3,V,13,AM3V13,V283.  Victor discussed the whip and the shore today,whip,shore,70.244,29.879,1,59.96875,1,0,0,0,,,,
A,M,2,M,17,AM2M17,M167.  Michael discussed the dragon and the lunch today,dragon,lunch,64.466,36.394,0.7,59.98125,0.7,0.3,0,0,,,,
A,M,2,T,26,AM2T26,T176.  Theo discussed the vow and the germ today,vow,germ,65.979,38.387,0.6,59.9825,0.6,0.4,0,0,,,,
A,F,3,M,16,AF3M16,M286.  Michael discussed the candy and the spread today,candy,spread,75.086,28.815,0.8,59.99125,0.8,0.2,0,0,,,,
S,F,2,V,23,SF2V23,V203.  Victor discussed the panther and the speech today,panther,speech,33.586,37.152,0.7,59.99375,0,0.3,0,0.7,,,,
C,M,3,V,16,CM3V16,V256.  Victor discussed the bride and the joint today,bride,joint,38.229,52.848,0.8,60.00875,0,0.8,0.1,0.1,,,,
S,F,3,M,2,SF3M02,M302.  Michael discussed the parent and the strike today,parent,strike,31.288,40.163,0.8,60.01625,0,0.2,0,0.8,,,,
A,F,1,T,30,AF1T30,T60.  Theo discussed the honey and the law today,honey,law,68.327,30.689,1,60.02428571,1,0,0,0,,,,
A,F,1,T,7,AF1T07,T37.  Theo discussed the fear and the jacket today,fear,jacket,70.414,31.9,0.8,60.04571429,0.8,0.2,0,0,,,,
A,M,1,T,10,AM1T10,T40.  Theo discussed the laundry and the winter today,laundry,winter,72.133,28.758,1,60.05625,1,0,0,0,,,,
S,F,3,V,26,SF3V26,V326.  Victor discussed the descent and the starch today,descent,starch,34.543,39.411,0.8,60.05625,0,0.2,0,0.8,,,,
S,F,2,V,20,SF2V20,V200.  Victor discussed the dill and the hair today,dill,hair,35.045,34.833,0.5,60.0675,0.2,0.3,0,0.5,,,,
A,M,3,T,26,AM3T26,T296.  Theo discussed the market and the pebble today,market,pebble,68.911,33.354,0.9,60.12,0.9,0.1,0,0,,,,
A,F,3,T,22,AF3T22,T292.  Theo discussed the shuttle and the owl today,shuttle,owl,72.503,28.905,0.8,60.13875,0.8,0.2,0,0,,,,
A,M,2,V,7,AM2V07,V157.  Victor discussed the crayon and the tavern today,crayon,tavern,68.156,39.119,0.7,60.23375,0.7,0.2,0.1,0,,,,
A,F,1,M,5,AF1M05,M35.  Michael discussed the creature and the blame today,creature,blame,70.573,30.496,1,60.23428571,1,0,0,0,,,,
A,M,3,V,23,AM3V23,V293.  Victor discussed the clam and the label today,clam,label,64.549,34.271,0.8,60.26,0.8,0.2,0,0,,,,
A,M,2,T,2,AM2T02,T152.  Theo discussed the lamb and the drill today,lamb,drill,69.038,38.358,0.9,60.27125,0.9,0.1,0,0,,,,
A,M,3,T,5,AM3T05,T275.  Theo discussed the sketch and the lease today,sketch,lease,67.813,32.943,0.7,60.27125,0.7,0.3,0,0,,,,
C,F,1,V,26,CF1V26,V26.  Victor discussed the jug and the being today,jug,being,40.42,46.849,0.9,60.28375,0,0.9,0,0.1,,,,
S,F,3,T,10,SF3T10,T310.  Theo discussed the spirit and the cable today,spirit,cable,31.497,40.253,0.7,60.32,0,0.3,0,0.7,,,,
S,M,2,M,2,SM2M02,M182.  Michael discussed the rut and the flavor today,rut,flavor,33.997,39.453,0.5,60.325,0,0.4,0.1,0.5,,,,
S,F,1,V,15,SF1V15,V75.  Victor discussed the drawing and the teeth today,drawing,teeth,54.197,33.18,1,60.32625,0,0,0,1,,,,
S,F,2,V,27,SF2V27,V207.  Victor discussed the message and the firm today,message,firm,32.329,37.841,0.6,60.3475,0,0.4,0,0.6,,,,
S,F,2,V,8,SF2V08,V188.  Victor discussed the paste and the yam today,paste,yam,33.849,37.994,0.6,60.35625,0.1,0.3,0,0.6,,,,
A,M,3,M,18,AM3M18,M288.  Michael discussed the campus and the poster today,campus,poster,67.113,31.56,0.9,60.47375,0.9,0.1,0,0,,,,
A,M,3,M,13,AM3M13,M283.  Michael discussed the knot and the den today,knot,den,65.725,33.476,0.8,60.475,0.8,0.2,0,0,,,,
A,F,3,M,20,AF3M20,M290.  Michael discussed the bottle and the stroke today,bottle,stroke,73.213,30.871,0.9,60.51,0.9,0.1,0,0,,,,
A,F,3,V,17,AF3V17,V287.  Victor discussed the crook and the breath today,crook,breath,69.33,30.942,0.9,60.5125,0.9,0.1,0,0,,,,
A,M,3,T,29,AM3T29,T299.  Theo discussed the stuff and the thorn today,stuff,thorn,67.69,30.111,1,60.52375,1,0,0,0,,,,
S,F,2,M,6,SF2M06,M186.  Michael discussed the grease and the sample today,grease,sample,31.094,31.793,0.7,60.535,0,0.3,0,0.7,,,,
A,M,3,V,9,AM3V09,V279.  Victor discussed the clerk and the length today,clerk,length,69.343,29.523,0.8,60.54875,0.8,0.2,0,0,,,,
A,F,1,M,25,AF1M25,M55.  Michael discussed the fence and the seizure today,fence,seizure,66.693,29.844,0.9,60.57428571,0.9,0.1,0,0,,,,
S,M,2,V,4,SM2V04,V184.  Victor discussed the pants and the vent today,pants,vent,30.73,33.312,0.5,60.61125,0,0.5,0,0.5,,,,
A,M,3,T,18,AM3T18,T288.  Theo discussed the total and the mascot today,total,mascot,67.225,29.859,0.9,60.6125,0.9,0.1,0,0,,,,
A,F,1,V,3,AF1V03,V33.  Victor discussed the count and the suds today,count,suds,68.268,31.103,0.9,60.61428571,0.9,0.1,0,0,,,,
S,F,3,M,25,SF3M25,M325.  Michael discussed the step and the wafer today,step,wafer,30.648,39.696,0.9,60.66375,0,0.1,0,0.9,,,,
C,F,1,V,7,CF1V07,V7.  Victor discussed the test and the air today,test,air,48.52,48.997,0.6,60.67625,0.2,0.6,0.2,0,,,,
H,M,2,M,23,HM2M23,M233.  Michael discussed the termites and the warden today,termites,warden,66.292,68.025,0.7,60.68428571,0,0.3,0.7,0,,,,
A,M,3,M,19,AM3M19,M289.  Michael discussed the wedge and the assets today,wedge,assets,64.201,34.573,0.6,60.6975,0.6,0.4,0,0,,,,
S,F,3,V,18,SF3V18,V318.  Victor discussed the fossil and the series today,fossil,series,31.307,35.228,0.9,60.71375,0.1,0,0,0.9,,,,
S,M,3,M,4,SM3M04,M304.  Michael discussed the motel and the tulips today,motel,tulips,25.421,33.145,0.7,60.71571429,0,0.3,0,0.7,,,,
S,F,2,T,20,SF2T20,T200.  Theo discussed the inn and the bleach today,inn,bleach,34.335,37.377,0.6,60.72875,0,0.4,0,0.6,,,,
S,M,2,T,13,SM2T13,T193.  Theo discussed the hassle and the swimmer today,hassle,swimmer,31.032,37.931,0.6,60.73375,0,0.4,0,0.6,,,,
A,M,2,M,5,AM2M05,M155.  Michael discussed the campaign and the lump today,campaign,lump,66.191,34.673,0.7,60.74,0.7,0.3,0,0,,,,
A,F,3,T,24,AF3T24,T294.  Theo discussed the target and the queen today,target,queen,72.939,27.81,0.9,60.78875,0.9,0.1,0,0,,,,
S,F,2,T,29,SF2T29,T209.  Theo discussed the service and the pattern today,service,pattern,31.246,35.666,0.7,60.8025,0,0.3,0,0.7,,,,
A,F,1,M,11,AF1M11,M41.  Michael discussed the zoo and the disguise today,zoo,disguise,70.405,30.527,0.9,60.80571429,0.9,0.1,0,0,,,,
S,F,3,T,11,SF3T11,T311.  Theo discussed the skirt and the tropics today,skirt,tropics,31.873,40.525,0.8,60.81625,0,0.2,0,0.8,,,,
A,F,3,M,19,AF3M19,M289.  Michael discussed the wedge and the assets today,wedge,assets,75.026,33.333,0.8,60.86,0.8,0.2,0,0,,,,
S,F,3,T,2,SF3T02,T302.  Theo discussed the trauma and the strip today,trauma,strip,28.976,35.024,0.9,60.88,0,0.1,0,0.9,,,,
S,F,3,V,21,SF3V21,V321.  Victor discussed the glaze and the tool today,glaze,tool,30.475,41.195,0.8,60.9,0,0.2,0,0.8,,,,
C,F,3,T,21,CF3T21,T261.  Theo discussed the tape and the pony today,tape,pony,59.403,62.832,0.7,60.91571429,0,0.7,0.3,0,,,,
A,M,3,M,1,AM3M01,M271.  Michael discussed the beach and the chunk today,beach,chunk,65.979,33.415,1,60.9175,1,0,0,0,,,,
S,F,2,M,23,SF2M23,M203.  Michael discussed the warning and the scoop today,warning,scoop,32.907,37.316,0.6,60.92875,0,0.4,0,0.6,,,,
S,M,2,T,21,SM2T21,T201.  Theo discussed the liar and the cycle today,liar,cycle,29.321,34.74,0.5,60.93,0,0.5,0,0.5,,,,
S,M,2,M,17,SM2M17,M197.  Michael discussed the toothbrush and the danger today,toothbrush,danger,27.113,34.974,0.6,60.94,0,0.4,0,0.6,,,,
S,M,2,M,16,SM2M16,M196.  Michael discussed the smell and the knock today,smell,knock,30.907,35.98,0.6,60.94625,0,0.4,0,0.6,,,,
S,F,2,V,26,SF2V26,V206.  Victor discussed the crop and the insert today,crop,insert,29.565,34.264,0.7,60.95,0.1,0.2,0,0.7,,,,
